timestamp,open,high,low,close,volume
2025-07-04T07:30:00+00:00,108750.0,108927.19,108750.0,108855.39,190.25652
2025-07-04T07:45:00+00:00,108855.39,108870.77,108700.0,108700.0,209.83669
2025-07-04T08:00:00+00:00,108700.0,108733.98,108574.01,108575.19,107.92907
2025-07-04T08:15:00+00:00,108575.18,108817.3,108518.83,108799.56,139.73891
2025-07-04T08:30:00+00:00,108799.57,108892.0,108712.53,108884.09,101.7142
2025-07-04T08:45:00+00:00,108884.08,108884.09,108745.17,108763.28,48.1358
2025-07-04T09:00:00+00:00,108763.29,108900.0,108763.28,108900.0,71.77703
2025-07-04T09:15:00+00:00,108900.0,109063.81,108840.0,109048.99,69.81032
2025-07-04T09:30:00+00:00,109048.99,109070.0,108955.23,109057.52,86.25053
2025-07-04T09:45:00+00:00,109057.53,109057.53,108920.0,108997.59,62.8556
2025-07-04T10:00:00+00:00,108997.6,109067.06,108986.08,108987.2,91.30104
2025-07-04T10:15:00+00:00,108987.2,109004.94,108907.69,108948.41,34.38228
2025-07-04T10:30:00+00:00,108948.41,109056.97,108878.65,108928.18,52.15221
2025-07-04T10:45:00+00:00,108928.19,108950.78,108865.38,108899.74,34.99698
2025-07-04T11:00:00+00:00,108899.73,109068.68,108899.73,108985.43,67.94304
2025-07-04T11:15:00+00:00,108985.42,109111.0,108935.84,109099.99,52.04538
2025-07-04T11:30:00+00:00,109100.0,109103.59,109000.0,109046.42,27.49702
2025-07-04T11:45:00+00:00,109046.42,109049.53,108856.0,108888.0,37.8618
2025-07-04T12:00:00+00:00,108888.0,108978.64,108871.74,108892.0,41.38192
2025-07-04T12:15:00+00:00,108891.99,108914.12,108795.44,108850.96,85.03696
2025-07-04T12:30:00+00:00,108850.97,108850.97,108745.84,108745.84,60.17689
2025-07-04T12:45:00+00:00,108745.84,108775.58,108611.53,108731.79,58.00293
2025-07-04T13:00:00+00:00,108731.8,108856.49,108621.0,108621.0,100.01837
2025-07-04T13:15:00+00:00,108621.01,108692.54,108560.38,108588.02,118.34638
2025-07-04T13:30:00+00:00,108588.02,108608.0,108289.4,108367.0,285.8908
2025-07-04T13:45:00+00:00,108366.39,108386.19,107970.22,107970.23,449.56154
2025-07-04T14:00:00+00:00,107970.22,108054.11,107616.07,107749.01,463.70093
2025-07-04T14:15:00+00:00,107749.01,108110.75,107505.0,108046.0,367.17831
2025-07-04T14:30:00+00:00,108046.0,108049.53,107774.64,107981.13,228.67503
2025-07-04T14:45:00+00:00,107981.13,107981.14,107723.21,107810.0,302.37943
2025-07-04T15:00:00+00:00,107809.99,107892.3,107641.97,107752.55,203.32011
2025-07-04T15:15:00+00:00,107752.55,107939.03,107645.05,107861.89,278.38611
2025-07-04T15:30:00+00:00,107861.9,107870.0,107641.46,107749.01,265.54763
2025-07-04T15:45:00+00:00,107749.01,107788.44,107573.28,107573.29,308.48612
2025-07-04T16:00:00+00:00,107573.29,107723.08,107430.01,107447.98,472.35744
2025-07-04T16:15:00+00:00,107447.99,107620.0,107333.33,107520.59,428.56808
2025-07-04T16:30:00+00:00,107520.6,107750.01,107405.5,107593.73,367.1816
2025-07-04T16:45:00+00:00,107593.73,107722.75,107540.26,107636.98,146.40878
2025-07-04T17:00:00+00:00,107636.99,107911.24,107632.0,107731.01,125.13068
2025-07-04T17:15:00+00:00,107731.0,107863.29,107731.0,107760.01,89.66045
2025-07-04T17:30:00+00:00,107760.01,107922.5,107711.83,107845.66,90.88258
2025-07-04T17:45:00+00:00,107845.65,107896.44,107812.0,107875.37,58.76308
2025-07-04T18:00:00+00:00,107875.37,107875.37,107793.0,107793.0,178.25516
2025-07-04T18:15:00+00:00,107793.0,107794.39,107617.72,107635.71,234.80297
2025-07-04T18:30:00+00:00,107635.71,107748.51,107635.71,107695.05,271.66075
2025-07-04T18:45:00+00:00,107695.05,107788.52,107489.23,107489.23,305.9208
2025-07-04T19:00:00+00:00,107489.23,107578.0,107350.0,107551.16,292.13249
2025-07-04T19:15:00+00:00,107551.17,107637.84,107245.0,107274.0,208.87785
2025-07-04T19:30:00+00:00,107273.99,107480.0,107248.06,107477.99,87.33776
2025-07-04T19:45:00+00:00,107477.99,107517.08,107452.59,107469.23,73.76265
2025-07-04T20:00:00+00:00,107469.22,107632.01,107440.63,107619.47,50.94795
2025-07-04T20:15:00+00:00,107619.46,107775.25,107616.0,107746.48,104.06361
2025-07-04T20:30:00+00:00,107746.48,107813.04,107716.56,107773.18,47.66083
2025-07-04T20:45:00+00:00,107773.19,107773.19,107692.0,107692.01,25.95956
2025-07-04T21:00:00+00:00,107692.01,107750.71,107689.91,107714.0,62.77263
2025-07-04T21:15:00+00:00,107714.01,107834.0,107714.0,107830.94,71.4327
2025-07-04T21:30:00+00:00,107830.94,107877.79,107751.42,107861.01,71.5452
2025-07-04T21:45:00+00:00,107861.0,107941.99,107851.0,107911.2,50.09083
2025-07-04T22:00:00+00:00,107911.19,108080.0,107886.84,108030.99,104.22137
2025-07-04T22:15:00+00:00,108030.99,108166.66,108000.0,108122.99,108.01344
2025-07-04T22:30:00+00:00,108123.0,108279.33,108122.99,108214.0,107.64476
2025-07-04T22:45:00+00:00,108214.0,108254.96,108162.56,108254.95,54.53673
2025-07-04T23:00:00+00:00,108254.95,108254.96,108090.24,108115.55,64.0561
2025-07-04T23:15:00+00:00,108115.55,108130.8,108057.35,108104.01,41.81648
2025-07-04T23:30:00+00:00,108104.01,108123.23,107958.0,107991.23,61.77358
2025-07-04T23:45:00+00:00,107991.23,108053.83,107980.44,107984.24,21.36318
2025-07-05T00:00:00+00:00,107984.25,108020.0,107955.07,108019.99,44.79249
2025-07-05T00:15:00+00:00,108020.0,108134.04,108007.53,108086.31,34.94336
2025-07-05T00:30:00+00:00,108086.31,108209.23,108065.95,108200.01,24.57804
2025-07-05T00:45:00+00:00,108200.01,108224.56,108120.0,108196.01,78.44877
2025-07-05T01:00:00+00:00,108196.0,108196.01,108081.4,108081.4,19.04001
2025-07-05T01:15:00+00:00,108081.4,108081.41,107897.77,107935.72,48.03256
2025-07-05T01:30:00+00:00,107935.71,108000.0,107894.61,107981.14,22.9296
2025-07-05T01:45:00+00:00,107981.14,107981.14,107944.0,107981.13,58.42875
2025-07-05T02:00:00+00:00,107981.14,107981.14,107800.01,107895.64,64.7872
2025-07-05T02:15:00+00:00,107895.64,107934.62,107813.66,107813.66,30.38301
2025-07-05T02:30:00+00:00,107813.66,107953.69,107756.31,107953.68,88.77624
2025-07-05T02:45:00+00:00,107953.69,108095.59,107953.68,108067.87,62.30022
2025-07-05T03:00:00+00:00,108067.88,108230.0,108067.87,108114.53,64.60203
2025-07-05T03:15:00+00:00,108114.53,108250.0,108114.52,108249.99,58.49667
2025-07-05T03:30:00+00:00,108250.0,108259.99,108122.4,108122.41,27.28222
2025-07-05T03:45:00+00:00,108122.41,108181.0,108122.0,108154.72,38.81668
2025-07-05T04:00:00+00:00,108154.72,108166.76,108032.0,108100.0,36.50691
2025-07-05T04:15:00+00:00,108100.0,108386.0,108064.06,108380.65,72.60452
2025-07-05T04:30:00+00:00,108380.65,108420.56,108228.0,108228.01,45.37408
2025-07-05T04:45:00+00:00,108228.01,108228.01,108137.65,108137.66,17.04912
2025-07-05T05:00:00+00:00,108137.65,108137.66,108037.35,108124.58,36.00447
2025-07-05T05:15:00+00:00,108124.58,108129.99,108061.53,108118.69,16.27005
2025-07-05T05:30:00+00:00,108118.69,108118.69,108000.0,108059.99,48.03941
2025-07-05T05:45:00+00:00,108060.0,108166.31,108059.99,108125.63,47.41947
2025-07-05T06:00:00+00:00,108125.63,108154.73,108059.71,108111.32,64.68177
2025-07-05T06:15:00+00:00,108111.32,108240.84,108100.0,108211.79,39.47573
2025-07-05T06:30:00+00:00,108211.79,108283.01,108192.77,108200.0,43.72187
2025-07-05T06:45:00+00:00,108200.01,108287.48,108200.0,108270.82,35.3287
2025-07-05T07:00:00+00:00,108270.82,108270.82,108139.09,108144.05,44.10623
2025-07-05T07:15:00+00:00,108144.04,108146.16,108085.03,108144.0,28.65123
2025-07-05T07:30:00+00:00,108143.99,108144.0,108035.19,108042.68,37.7408
2025-07-05T07:45:00+00:00,108042.69,108053.46,108000.99,108053.46,47.15606
2025-07-05T08:00:00+00:00,108053.46,108115.92,108004.9,108115.92,54.63228
2025-07-05T08:15:00+00:00,108115.91,108125.37,108053.75,108053.76,19.8001
2025-07-05T08:30:00+00:00,108053.76,108053.76,107922.8,107962.51,41.88788
2025-07-05T08:45:00+00:00,107962.51,108029.97,107934.77,108029.97,24.11599
2025-07-05T09:00:00+00:00,108029.96,108029.97,107909.95,107937.74,27.12106
2025-07-05T09:15:00+00:00,107937.73,107937.74,107870.42,107928.8,60.41145
2025-07-05T09:30:00+00:00,107928.81,107976.93,107900.0,107948.18,24.82318
2025-07-05T09:45:00+00:00,107948.19,108123.62,107948.18,108078.06,72.0633
2025-07-05T10:00:00+00:00,108078.07,108110.77,108053.3,108078.06,19.68469
2025-07-05T10:15:00+00:00,108078.06,108137.48,108062.54,108129.14,55.57382
2025-07-05T10:30:00+00:00,108129.14,108216.22,108129.13,108153.99,64.26187
2025-07-05T10:45:00+00:00,108153.99,108187.69,108085.23,108085.23,50.20605
2025-07-05T11:00:00+00:00,108085.24,108145.65,108085.23,108120.0,57.82745
2025-07-05T11:15:00+00:00,108120.0,108177.25,108119.99,108166.42,25.39755
2025-07-05T11:30:00+00:00,108166.42,108219.19,108166.42,108219.18,51.47205
2025-07-05T11:45:00+00:00,108219.18,108219.18,108112.2,108112.21,26.10102
2025-07-05T12:00:00+00:00,108112.2,108112.21,107993.36,108043.07,28.30201
2025-07-05T12:15:00+00:00,108043.07,108061.54,107997.06,108022.93,22.239
2025-07-05T12:30:00+00:00,108022.93,108086.27,107971.0,108086.27,25.09889
2025-07-05T12:45:00+00:00,108086.27,108152.95,108086.26,108148.57,18.58394
2025-07-05T13:00:00+00:00,108148.56,108185.06,108124.83,108126.75,41.36493
2025-07-05T13:15:00+00:00,108126.76,108232.29,108126.75,108200.01,24.17047
2025-07-05T13:30:00+00:00,108200.0,108217.64,108100.44,108175.36,63.56947
2025-07-05T13:45:00+00:00,108175.36,108175.37,108105.31,108125.99,41.32939
2025-07-05T14:00:00+00:00,108126.0,108188.11,108103.84,108158.64,29.20834
2025-07-05T14:15:00+00:00,108158.64,108223.22,108158.63,108176.99,47.86545
2025-07-05T14:30:00+00:00,108176.99,108198.2,108135.08,108166.07,27.53257
2025-07-05T14:45:00+00:00,108166.07,108193.24,108138.71,108193.23,35.80319
2025-07-05T15:00:00+00:00,108193.23,108193.24,108177.64,108177.64,29.60014
2025-07-05T15:15:00+00:00,108177.64,108177.65,108113.59,108113.6,39.93183
2025-07-05T15:30:00+00:00,108113.6,108113.61,108076.99,108077.0,40.93021
2025-07-05T15:45:00+00:00,108077.0,108077.0,108047.42,108058.0,48.94097
2025-07-05T16:00:00+00:00,108058.0,108089.75,108000.0,108041.62,46.26436
